,OBJECTID_1,text,created,Description,longitude,latitude,hashtag,statusSour
91,110.0,"Visit of the Stedelijk Art Museum today, always a great feeling to improve his own culture #feedbrain #art https://t.co/zReLeL16Oa",2019-06-17,tourist,4.87985,52.35791,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
92,111.0,#vangoghmuseumamsterdam  #amsterdam en Van Gogh Museum https://t.co/4RJIYIPald,2019-06-16,tourist,4.88132,52.357929999999996,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
93,112.0,"This was taken at the Van Gogh Museum in Amsterdam 2 years ago. No photos allowed ... #oops 
#vangogh #amsterdam https://t.co/wRbTxiROTN",2019-06-22,tourist,4.88132,52.357929999999996,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
94,114.0,#Amsterdam #Amesterdão #heineken em Heineken Experience https://t.co/ArsH848vrs,2019-06-15,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
95,115.0,"Had to take full advantage of the Champions League room #championsleague #Amsterdam #summervibes
<U+0001F4F8> @loninicole17 @ https://t.co/2uFkNGR8gy",2019-06-16,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
96,116.0,"Had to take full advantage of the Champions League room #championsleague #Amsterdam #summervibes 
<U+0001F4F8> @loninicole17 @ https://t.co/Af4nUdqGpX",2019-06-16,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
97,117.0,"At the Heineken Experience, because, we'll, beer <U+0001F602><U+0001F602><U+0001F37B><U+0001F37B> #heinekenexperience #beer #beerconnoisseur #drink #amsterdam https://t.co/rLJ5GEbSqL",2019-06-18,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
98,118.0,#beer #heinekenexperience #amsterdam @ Heineken Experience https://t.co/QY8uciCFvx,2019-06-23,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
99,119.0,Weve made the headlines! #wewrotethem #amsterdam #doingitforcheryl #ironmansterdam @ Heineken Experience https://t.co/tP9tm1XJ6r,2019-06-24,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
100,120.0,#heineken  #heinekenexperience  #amsterdam #beer @ Heineken Experience https://t.co/9SBMU0DInr,2019-06-24,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
101,123.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Wolbrantskerkweg Amsterdam
 https://t.co/BUPPlAtLEs",2019-06-24,non-tourist,4.796745,52.358065,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
102,124.0,Wat is #amsterdam toch #mooi s'morgens vroeg. #museumplein #rijksmuseum #zuiderbad #lichten aan #zwemmen maar https://t.co/KgeOw9oXQ7,2019-06-18,tourist,4.88583333,52.35833333,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
103,127.0,"Rilan and the bombardiers...funk, solid crowd, great music. #Amsterdam #solotravel @ Vondelpark Openluchttheater https://t.co/AmRKOnlZGL",2019-06-16,tourist,4.87092785,52.35834621,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
104,128.0,#Lifeliner1 A1 13991 Rit 71186 #AMSTERDAM Surinameplein,2019-06-17,non-tourist,4.853867,52.358626,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
105,129.0,#Lifeliner1 A1 13901 Rit 71186 #AMSTERDAM Surinameplein 1058GN Hotel Belfort,2019-06-17,non-tourist,4.853867,52.358626,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
106,130.0,"Een aanrader is het Moco museum in Amsterdam! Hier is moderne kunst toegankelijk voor jong en oud <U+0001F60D><U+0001F3F0><U+0001F5FA>
Lees alles in https://t.co/SBue4RNVjH",2019-06-21,tourist,4.88197,52.35873,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
107,131.0,"#banksy <U+0001F388> 
#amsterdam @ Banksy at MoCo Museum https://t.co/4SMgwy2ZlV",2019-06-18,tourist,4.88218165,52.35875831,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
108,132.0,"A spot of Banksy in Amsterdam
#amsterdam #banksy #netherlands #streetart #vscotravel #travelgram #traveldiaries https://t.co/3qYYO6bxp4",2019-06-25,tourist,4.88218165,52.35875831,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
109,135.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-01 Brand Winkel (Middel Brand) , Kastanjeplein Amsterdam
 https://t.co/tBJr9vrP3Q",2019-06-17,non-tourist,4.9240067000000005,52.3587674,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
110,136.0,So no plastic bags in of from our shop.... #noplastic #nomoteplasticbags #amsterdam #amsterdamshopping https://t.co/lCQY2juaP5,2019-06-18,non-tourist,4.8604001,52.3588528,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
111,137.0,They came late .... but he its a delay. Now in stock. #ericasynths #stereodelay #blackstereodelay #midiamsterdam https://t.co/bW5x8z7OGt,2019-06-19,non-tourist,4.8604001,52.3588528,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
112,138.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Tussen Meer Amsterdam
 https://t.co/5qwbpJSNXo",2019-06-24,non-tourist,4.80318,52.358855,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
113,139.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Tussen Meer Amsterdam
 https://t.co/p5j6cye0Al",2019-06-24,non-tourist,4.80318,52.358855,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
114,141.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Surinameplein Amsterdam
 https://t.co/St0lDWK79h",2019-06-17,non-tourist,4.852676,52.358987,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
115,142.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Surinameplein Amsterdam
 https://t.co/KjFdEELP8y",2019-06-17,non-tourist,4.852676,52.358987,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
116,143.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Mauritskade Amsterdam
 https://t.co/gUFYqHFPRs",2019-06-16,non-tourist,4.9073150000000005,52.359778000000006,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
117,144.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Mauritskade Amsterdam
 https://t.co/rk8fv33W6l",2019-06-17,non-tourist,4.9073150000000005,52.359778000000006,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
118,145.0,Rijksmuseum #Amsterdam #Netherlands #travel #explore @ Rijksmuseum https://t.co/tNNrIVu88y,2019-06-16,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
119,146.0,"Impressions from the Rijksmuseum in Amsterdam. 




#rijksmuseum #amsterdam #art #history @ Rijksmuseum https://t.co/ghPZRpudeA",2019-06-18,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
120,147.0,In <U+0001F49B> with the gardens at Rijksmuseum especially with this weather. It also houses an outdoor collection/exhibition! https://t.co/xkU3vfPO0e,2019-06-20,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
121,148.0,#amsterdam #rijksmuseum #bartholomeusvanderhelst #peace #munster #netherlands #loveholland #photooftheday #details https://t.co/g4Gw64WmFI,2019-06-20,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
122,149.0,Frans and Willem - best since 1642: #DeNachtwacht by #Rembrandt at the #Rijksmuseum in #Amsterdam. You think you kn https://t.co/PeoZuAXCP9,2019-06-22,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
123,150.0,"The famous Rijksmuseum. Didnt have enough time to go inside (or visit any other museums), but that just gives me a https://t.co/bPG07VcYXZ",2019-06-24,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
124,151.0,#Amsterdam @ Rijksmuseum https://t.co/dnFiCL0vIB,2019-06-24,tourist,4.8853800000000005,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
125,171.0,"Its been real Amsterdam<U+270C><U+0001F3FF>! 

#views #museum #amsterdam #vacationmode #selfie #friday #lategram #melanin https://t.co/EAPPL9CH5E",2019-06-22,tourist,4.88546755,52.35995019,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
126,172.0,"#diamond 70 karat 36 karat #intan #berlian milik #sultanadam #sultanbanjar 1835 koleksi #rijkmuseum #amsterdam, 13 https://t.co/lHgqrc6me0",2019-06-23,tourist,4.884992700000001,52.36007555,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
127,173.0,#Amsterdam #rijkmuseum @ Rembrandt Gallery https://t.co/Ta8akltsbw,2019-06-24,tourist,4.88536974,52.36026157,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
128,174.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Hobbemastraat Amsterdam
 https://t.co/UF4a1ueVWv",2019-06-18,non-tourist,4.883026999999999,52.360541999999995,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
129,175.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Vondelpark Amsterdam
 https://t.co/ehdxUxxgy3",2019-06-16,non-tourist,4.8756,52.360695,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
130,176.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Vondelpark Amsterdam
 https://t.co/AjqufJtnGW",2019-06-22,non-tourist,4.8756,52.360695,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
131,177.0,"Somewhere Under A Rainbow,
Full Canals Sing...
 
#somewhereovertherainbow #somewhere #sun #shine #rainbow #sunshine https://t.co/NixXKTOrds",2019-06-15,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
132,178.0,#Amsterdam #netherlands #workingmyassoff #openoffice #thisearthlyheavenisenoughforme w: Amsterdam  Canals https://t.co/De5BGCfJBb,2019-06-15,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
133,179.0,"Night walks through #Amsterdam streets.

#night #pixel3 #photography #Travel @ Amsterdam  Canals https://t.co/roKEwDPCwW",2019-06-18,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
134,180.0,"Before our #BusinessMasteryII registration in #Amsterdam, were walking the canals.<U+0001F6B6><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F6A4> #work #play #copyandart https://t.co/MVsKp6vkWs",2019-06-19,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
135,181.0,Lazy Sunday boat tour of Amsterdam canals - sun umbrella came out too making everyone jel #Amsterdam https://t.co/XMmSetgQiN,2019-06-23,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
136,182.0,I love it when you call me señorita <U+0001F483><U+0001F3FB>#travelwithdreamiz #amsterdam @ Amsterdam  Canals https://t.co/ffsU0vEnVN,2019-06-24,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
137,186.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 2 Materieel Overtoom Amsterdam
 https://t.co/Il0aVtv2Px",2019-06-22,non-tourist,4.868572,52.361088,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
138,188.0,#vaderdag valt vroeg dit jaar <U+2705> #familitime #amsterdam #sushi @ SUSHISAMBA https://t.co/G1Sipuybi3,2019-06-15,tourist,4.88208,52.362296,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
139,189.0,TONIGHT SAMA finally presents the future of our museum using #vr film!! Come through to the Impact Hub with heroesa https://t.co/QdgukOmzX7,2019-06-20,non-tourist,4.92211103,52.36237977,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
140,190.0,Carré theatre #amsterdam @ Koninklijk Theater Carré https://t.co/nE3uPAtBv5,2019-06-24,tourist,4.9042692,52.36244178,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
141,191.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel IJburglaan Amsterdam
 https://t.co/jTXPfNriMP",2019-06-15,non-tourist,4.98226,52.36251,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
142,192.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel IJburglaan Amsterdam
 https://t.co/bnsERNkykT",2019-06-21,non-tourist,4.98226,52.36251,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
143,193.0,Rare noctilucent clouds over Amsterdam one late night. #netherlands #amsterdam #leidseplein #noctilucentclouds https://t.co/QzFi87Utiv,2019-06-20,tourist,4.88010825,52.36257081,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
144,194.0,"If u cant sleep at the Nights what u do?? 

Me: Write n Compose <U+0001F64C>

Thanks for the Love n support<U+0001F1F8><U+0001F1F1> . https://t.co/1TdQaVI6ep",2019-06-23,tourist,4.88010825,52.36257081,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
145,196.0,#Lifeliner1 A1 13991 13811 13104 Rit 71746 71747 71748 #AMSTERDAM Ceramplein 1095BZ,2019-06-18,non-tourist,4.942476999999999,52.362664,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
146,197.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Leidseplein Amsterdam
 https://t.co/WnozT2rvjB",2019-06-18,non-tourist,4.881324,52.363227,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
147,198.0,Happy birds from Fonny van der Veen new in my gallery. Acrylic on old wood. https://t.co/LOlsPRuXkb. #oldwood #art https://t.co/k59ZcvJeUO,2019-06-19,non-tourist,4.9000349000000005,52.3632789,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
148,199.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/2df8Vly8us",2019-06-15,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
149,200.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/J7gkdanb38",2019-06-16,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
150,201.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/mHjYg9Tg1q",2019-06-16,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
151,202.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/vnUUNuWIEG",2019-06-21,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
152,203.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/U7pbZoM8Kb",2019-06-22,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
153,204.0,#Lifeliner1 A1 13991 13108 13154 Rit 72559 72560 72561 #AMSTERDAM Postjesweg Admiralengracht,2019-06-20,non-tourist,4.840463,52.363937,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
154,205.0,#Lifeliner1 A1 (Inzet Ambu: aed) 13991 Rit 70693 #AMSTERDAM Makassarstraat 1095WJ,2019-06-16,non-tourist,4.942407,52.363964,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
155,206.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Brand Woning (Middel Brand) , Robert Fruinlaan Amsterdam 13OVDN
 https://t.co/AqMDAtQ2fW",2019-06-15,non-tourist,4.82977,52.364012,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
156,207.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Brand Woning (Grote Brand) (Etage: 4) , Robert Fruinlaan Amsterdam 13ALH 13VLB https://t.co/blyp2WnhCK",2019-06-15,non-tourist,4.82977,52.364012,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
157,208.0,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Brand Woning (Grote Brand) (Etage: 4) , Robert Fruinlaan Amsterdam 13ALH 13VLB https://t.co/L1uqIc97T8",2019-06-15,non-tourist,4.82977,52.364012,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
158,209.0,Work in progress #julybride <U+2764><U+FE0F> #bling #greatgatsby #gold#bohochic #boholook #bohostyle #bohemianstyle #bohemien https://t.co/TGHIOByQ3P,2019-06-19,non-tourist,4.9421800000000005,52.36419,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
159,210.0,Ready for pick-up <U+0001F483><U+0001F483><U+0001F483><U+0001F483><U+2764><U+FE0F> #bling #greatgatsby #gold#bohochic #boholook #bohostyle #bohemianstyle #bohemien https://t.co/M77RmMswVn,2019-06-20,non-tourist,4.9421800000000005,52.36419,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
160,212.0,Live vanuit DeLaMar Amsterdam. Daar waar vandaag een huwelijk werd voltrokken door Burgemeester Femke Halsema. https://t.co/Nk260I5poo,2019-06-21,non-tourist,4.88087,52.36437,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
161,213.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Persoon te water Postjesweg Amsterdam
 https://t.co/3Z69kU34Bx",2019-06-20,non-tourist,4.859615,52.364765000000006,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
162,214.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Thorbeckeplein Amsterdam
 https://t.co/xCBIJJi2kz",2019-06-23,non-tourist,4.895672,52.365345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
163,215.0,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Molukkenstraat Amsterdam
 https://t.co/fImzcbJCAY",2019-06-22,non-tourist,4.939422,52.36586,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
164,216.0,#Lifeliner1 A1 (Inzet Ambu: aed) 13991 Rit 74145 #AMSTERDAM Zeeburgerdijk 1094AJ,2019-06-24,non-tourist,4.927052,52.36593,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
165,217.0,"<U+0001F430>
#IFOSK8MONEY #WEAREHIPHOP #NOFILTER #MANGA #ANIME #ART #420 #PINEAPPLEHAZE #AMSTERDAM #FEELGOOD #PEACE #LOVE https://t.co/p7EomwLeQY",2019-06-22,non-tourist,4.89624982,52.36598251,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
166,218.0,#IFOSK8MONEY #HIPHOP #IAMHIPHOP #NOFILTER #MANGA #ANIME #ART #GIRL #SUPERMODEL #AMSTERDAM #HIGH #STONED #GOODVIBES https://t.co/z6T2DMzDLt,2019-06-22,non-tourist,4.89624982,52.36598251,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
167,219.0,"advertising used for good
#dontbuycocacola 
#amsterdam #recycle à Rembrandtplein https://t.co/ABdhvirmUU",2019-06-19,non-tourist,4.896642,52.366019,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
168,220.0,"#Amsterdam, immer eine Reise wert!! #tulpen #rembrandt #krachten #hardrockcafe, #business #coffeeshop #joints https://t.co/BkHV7pqZMv",2019-06-24,tourist,4.896642,52.366019,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
169,221.0,First in my new series of suspect looking food #amsterdam #churros #chocolate #suspicious #suspiciousfood https://t.co/FMHcnWh1K3,2019-06-15,tourist,4.89627055,52.36604914,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
170,222.0,Happy birthday!! #birthday #happy #50thbirthday #friends #amsterdam @ Rembrandt Square https://t.co/78NfCLWIn3,2019-06-16,tourist,4.89627055,52.36604914,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
171,224.0,Friendly moments at #veganjunkfood in #amsterdam <U+2764> @ Vegan Junk Food Bar https://t.co/MJ47pJxfvY,2019-06-15,tourist,4.89139,52.3664,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
172,225.0,"So fucking good, were having them for the big 4-0 birthday dinner. Luv u, veganjunkfoodbar. <U+0001F354><U+0001F354><U+0001F354> #amsterdam #dinner https://t.co/pGHTOUwJWr",2019-06-15,tourist,4.89139,52.3664,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
